index,title,stock,vin,msrp,discounts,rebates,retail_price,exterior,interior,status,mpg
0,"2025 Ford F-150 XL Truck Regular Cab V-6 cyl","SKD86745","1FTMF1KP5SKD86745","39,445","-1,572","-1,250","36,623","Oxford White","Black W/Medium Dark Slate","IN STOCK","19/25"
1,"2025 Ford F-150 XL Truck Regular Cab V-6 cyl","SKD95049","1FTMF1KP8SKD95049","39,445","-1,572","-1,250","36,623","Oxford White","Black W/Medium Dark Slate","IN STOCK","19/25"
2,"2025 Ford F-150 XL Truck Regular Cab V6 EcoBoost Engine with Auto Start-Stop Technology","SKE15399","1FTMF1KP5SKE15399","39,445","-1,559","-1,250","36,636","Oxford White","Dark Slate","IN STOCK","19/25"
3,"2025 Ford F-150 XL Truck Regular Cab V6 EcoBoost Engine with Auto Start-Stop Technology","SKE10891","1FTMF1KP6SKE10891","39,445","-1,559","-1,250","36,636","Oxford White","Dark Slate","N/A","19/25"
4,"2025 Ford F-150 XL Truck Regular Cab","SKE64040","1FTMF1KP7SKE64040","39,645","-1,559","-1,250","36,836","Oxford White","Black","IN STOCK","19/25"
5,"2025 Ford F-150 XL Truck Regular Cab V-6 cyl","SKD70128","1FTMF1KP0SKD70128","40,540","-1,650","-1,250","37,640","Oxford White","Black W/Medium Dark Slate","IN STOCK","19/25"
6,"2025 Ford F-150 XL Truck Regular Cab V-6 cyl","SKD94788","1FTMF1KP8SKD94788","40,640","-1,679","-1,250","37,711","Oxford White","Black W/Medium Dark Slate","IN STOCK","19/25"
7,"2025 Ford F-150 XL Truck Regular Cab V6 EcoBoost Engine with Auto Start-Stop Technology","SKE63817","1FTMF1KP6SKE63817","40,840","-1,666","-1,250","37,924","Oxford White","Dark Slate","IN STOCK","19/25"
8,"2025 Ford F-150 XL Truck Regular Cab V6 EcoBoost Engine with Auto Start-Stop Technology","SKE63738","1FTMF1KPXSKE63738","40,840","-1,666","-1,250","37,924","Oxford White","Drk Slate Vnyl","IN STOCK","19/25"
9,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE40310","1FTEX1KP9SKE40310","43,755","-1,879","-1,250","40,626","Oxford White","Black W/Medium Dark Slate","IN STOCK","20/26"
10,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE25351","1FTEX1KP3SKE25351","45,285","-3,279","-1,250","40,756","Green","Black W/Medium Dark Slate","IN STOCK","20/26"
11,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE25353","1FTEX1KP7SKE25353","45,285","-3,279","-1,250","40,756","Green","Black W/Medium Dark Slate","IN STOCK","20/26"
12,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE25349","1FTEX1KP5SKE25349","45,285","-3,279","-1,250","40,756","Green","Black W/Medium Dark Slate","IN STOCK","20/26"
13,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE25352","1FTEX1KP5SKE25352","45,285","-3,279","-1,250","40,756","Green","Black W/Medium Dark Slate","IN STOCK","20/26"
14,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE64344","1FTEX1KP3SKE64344","43,955","-1,753","-1,250","40,952","Oxford White","Dark Slate","IN STOCK","20/26"
15,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKE64662","1FTEX1KP6SKE64662","43,955","-1,753","-1,250","40,952","Oxford White","Drk Slate Vnyl","IN STOCK","20/26"
16,"2025 Ford F-150 XL TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEX1KPXSKE92173","43,955","N/A","N/A","N/A","Oxford White","Medium Dark Slate","N/A","19/25"
17,"2025 Ford F-150 XL TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEX1KP4SKE74056","43,955","N/A","N/A","N/A","Oxford White","Medium Dark Slate","N/A","19/25"
18,"2025 Ford F-150 XL Truck Regular Cab V6 EcoBoost Engine with Auto Start-Stop Technology","SKE75714","1FTMF1LP3SKE75714","44,660","-1,785","-1,250","41,625","Oxford White","Dark Slate","IN STOCK","18/23"
19,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE25888","1FTEW2KP1SKE25888","46,345","-1,735","-1,250","43,360","Carbonized Gray","Black","IN STOCK","20/26"
20,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE25910","1FTEW2KP1SKE25910","46,345","-1,735","N/A","44,610","White","Black","IN STOCK","20/26"
21,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE25863","1FTEW2KP7SKE25863","46,345","-1,735","-1,250","43,360","Carbonized Gray","Black","IN STOCK","20/26"
22,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE25628","1FTEW2KP8SKE25628","46,345","-1,735","-1,250","43,360","White","Black","IN STOCK","20/26"
23,"2025 Ford F-150 XL TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW1KP9SKF20791","46,540","N/A","N/A","N/A","Oxford White","Medium Dark Slate","N/A","19/25"
24,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2KP4SKE88368","46,545","N/A","N/A","N/A","Oxford White","Black","N/A","19/25"
25,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2KPXSKE88357","46,545","N/A","N/A","N/A","Agate Black Metallic","Black","N/A","19/25"
26,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2KP2SKE88384","46,545","N/A","N/A","N/A","Agate Black Metallic","Black","N/A","19/25"
27,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2KP5SKE88377","46,545","N/A","N/A","N/A","Iconic Silver Metallic","Black","N/A","19/25"
28,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2KP3SKE88376","46,545","N/A","N/A","N/A","Carbonized Gray Metallic","Black","N/A","19/25"
29,"2025 Ford F-150 XL TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW1KP3SKE93670","46,815","N/A","N/A","N/A","Oxford White","Medium Dark Slate","N/A","19/25"
30,"2025 Ford F-150 XL TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW1KP3SKE85472","46,815","N/A","N/A","N/A","Oxford White","Medium Dark Slate","N/A","19/25"
31,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE60860","1FTEW2KP0SKE60860","46,940","-1,770","-1,250","43,920","White","Black","IN STOCK","20/26"
32,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE60841","1FTEW2KP7SKE60841","46,940","-1,770","-1,250","43,920","White","Black","IN STOCK","20/26"
33,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE60846","1FTEW2KP6SKE60846","46,940","-1,770","-1,250","43,920","White","Black","IN STOCK","20/26"
34,"2025 Ford F-150 XL Truck SuperCab V-6 cyl","SKD48370","1FTEX1LP7SKD48370","47,455","-1,933","-1,250","44,272","Oxford White","Black W/Medium Dark Slate","N/A","18/24"
35,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE31257","1FTEW2LP9SKE31257","50,225","-1,909","-1,250","47,066","Oxford White","Black Stx","IN STOCK","18/24"
36,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE59242","1FTEW2LP4SKE59242","50,425","-1,909","-1,250","47,266","Oxford White","Black Stx","IN STOCK","18/24"
37,"2025 Ford F-150 XL Truck SuperCrew Cab V-6 cyl","SKD59687","1FTEW1LPXSKD59687","50,820","-2,122","-1,250","47,448","Oxford White","Black W/Medium Dark Slate","IN STOCK","18/23"
38,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2LP2SKE84091","50,820","N/A","N/A","N/A","Space White Metallic","Black","N/A","18/23"
39,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2LP3SKF00945","50,820","N/A","N/A","N/A","Space White Metallic","Black","N/A","18/23"
40,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2LP9SKE86100","53,190","N/A","N/A","N/A","Oxford White","Black","N/A","18/23"
41,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2LP4SKE86389","53,190","N/A","N/A","N/A","Oxford White","Black","N/A","18/23"
42,"2025 Ford F-150 STX TRUCK V6 EcoBoost Engine with Auto Start-Stop Technology","N/A","1FTEW2LP5SKE85655","53,190","N/A","N/A","N/A","Oxford White","Black","N/A","18/23"
43,"2025 Ford F-150 STX Truck SuperCrew Cab V-6 cyl","SKE31324","1FTEW2LP9SKE31324","54,350","-2,280","-1,250","50,820","Oxford White","Black Stx","IN STOCK","18/24"
44,"2025 Ford F-150 STX Truck SuperCrew Cab V-8 cyl","SKE60731","1FTFW2L59SKE60731","1","N/A","N/A","52,953","Carbonized Gray Metallic","Black","IN STOCK","18/24"
45,"2025 Ford F-150 XLT Truck SuperCrew Cab V-8 cyl","SKE09725","1FTEW3K58SKE09725","60,195","-3,923","-1,500","54,772","Rapid Red Metallic Tinted Clearcoat","Black/Medium Dark Slate","IN STOCK","16/24"
46,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFA78087","1FTFW3LD7SFA78087","61,565","-3,965","-1,500","56,100","Atlas Blue","Black W/Smoked Truffle","IN STOCK","17/22"
47,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFA84729","1FTFW3LD7SFA84729","62,335","-4,033","-1,500","56,802","Red Metallic","Black W/Smoked Truffle","IN STOCK","17/22"
48,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB42282","1FTFW3LD8SFB42282","63,920","-4,164","-1,500","58,256","Gray","Black Sport","IN STOCK","17/22"
49,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB16725","1FTFW3LD7SFB16725","64,030","-4,174","-1,500","58,356","Carbonized Gray Metallic","Black","IN STOCK","17/22"
50,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB16738","1FTFW3LD5SFB16738","64,030","-4,174","-1,500","58,356","Gray","Black Sport","IN STOCK","17/22"
51,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB16722","1FTFW3LD1SFB16722","64,030","-4,174","-1,500","58,356","White","Black Sport","IN STOCK","17/22"
52,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB16665","1FTFW3LD4SFB16665","64,030","-4,174","-1,500","58,356","Gray","Blk Sport","IN STOCK","17/22"
53,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB16740","1FTFW3LD3SFB16740","64,030","-4,174","-1,500","58,356","White","Blk Sport","N/A","17/22"
54,"2025 Ford F-150 XLT Truck SuperCrew Cab V-8 cyl","SKE92340","1FTFW3L53SKE92340","64,385","-4,171","-1,500","58,714","White","Black Sport","IN STOCK","17/22"
55,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB45424","1FTFW3LD6SFB45424","65,630","-4,302","-1,500","59,828","Gray","Blk Sport","IN STOCK","17/22"
56,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB45412","1FTFW3LDXSFB45412","65,630","-4,302","-1,500","59,828","Gray","Black Sport","IN STOCK","17/22"
57,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB45443","1FTFW3LDXSFB45443","65,630","-4,302","-1,500","59,828","Gray","Black Sport","IN STOCK","17/22"
58,"2025 Ford F-150 XLT TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW3LD8SFB58577","65,515","N/A","N/A","N/A","Rapid Red Metallic Tinted Clearcoat","Black","N/A","22/24"
59,"2025 Ford F-150 XLT TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW3LD8SFB67389","65,630","N/A","N/A","N/A","Carbonized Gray Metallic","Black","N/A","22/24"
60,"2025 Ford F-150 XLT TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW3LD2SFB67386","65,630","N/A","N/A","N/A","Oxford White","Black","N/A","22/24"
61,"2025 Ford F-150 XLT TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW3LD4SFB67373","65,630","N/A","N/A","N/A","Iconic Silver Metallic","Black","N/A","22/24"
62,"2025 Ford F-150 XLT TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW3LD5SFB67382","65,630","N/A","N/A","N/A","Agate Black Metallic","Black","N/A","22/24"
63,"2025 Ford F-150 XLT TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW3LD6SFB67360","65,630","N/A","N/A","N/A","Agate Black Metallic","Black","N/A","22/24"
64,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB45453","1FTFW3LD2SFB45453","66,025","-4,337","-1,500","60,188","White","Blk Sport","IN STOCK","17/22"
65,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB45431","1FTFW3LD3SFB45431","66,025","-4,337","-1,500","60,188","White","Black Sport","IN STOCK","17/22"
66,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB45437","1FTFW3LD4SFB45437","66,025","-4,337","-1,500","60,188","White","Black Sport","IN STOCK","17/22"
67,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SFB70086","1FTFW3LD5SFB70086","66,125","-4,294","N/A","61,831","Oxford White","Md Dark Slate","IN STOCK","17/22"
68,"2025 Ford F-150 XLT Truck SuperCrew Cab V-6 cyl","SKE65937","1FTFW3L8XSKE65937","67,350","-4,440","-1,500","61,410","Atlas Blue","Black Sport","IN STOCK","17/22"
69,"2025 Ford F-150 Tremor Truck SuperCrew Cab V-8 cyl","SFB22250","1FTFW4L57SFB22250","69,290","-3,307","N/A","65,983","Carbonized Gray","Black Sport","IN STOCK","17/22"
70,"2025 Ford F-150 Tremor TRUCK V8 with Auto Start-Stop Technology","N/A","1FTFW4L52SFB63806","70,560","N/A","N/A","N/A","Space White Metallic","Black","N/A","15/20"
71,"2025 Ford F-150 Tremor TRUCK V8 with Auto Start-Stop Technology","N/A","1FTFW4L55SFB70720","70,560","N/A","N/A","N/A","Space White Metallic","Black","N/A","15/20"
72,"2025 Ford F-150 Tremor TRUCK V8 with Auto Start-Stop Technology","N/A","1FTFW4L55SFB76761","70,560","N/A","N/A","N/A","Space White Metallic","Black","N/A","15/20"
73,"2025 Ford F-150 Tremor Truck SuperCrew Cab V-8 cyl","SFB65435","1FTFW4L53SFB65435","70,165","-3,368","N/A","66,797","Agate Black","Black Sport","IN STOCK","17/22"
74,"2025 Ford F-150 Tremor Truck SuperCrew Cab V-8 cyl","SFB64894","1FTFW4L58SFB64894","70,560","-3,403","N/A","67,157","Antimatter Blue","Black Sport","IN STOCK","17/22"
75,"2025 Ford F-150 Lariat Truck SuperCrew Cab V-6 cyl","SKD35281","1FTFW5L8XSKD35281","72,300","-3,611","N/A","68,689","Gray Metallic","Black","IN STOCK","16/24"
76,"2025 Ford F-150 Lariat TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW5LD4SFB86162","75,340","N/A","N/A","N/A","Antimatter Blue Metallic","Medium Dark Slate","N/A","22/24"
77,"2025 Ford F-150 Lariat TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW5LD4SFB87781","75,945","N/A","N/A","N/A","Marsh Gray","Black","N/A","22/24"
78,"2025 Ford F-150 Lariat Truck SuperCrew Cab PowerBoost Full Hybrid V6 Engine","SFB32527","1FTFW5LD1SFB32527","75,690","-3,921","N/A","71,769","Blue","Slate Active X","IN STOCK","22/24"
79,"2025 Ford F-150 Lariat Truck SuperCrew Cab PowerBoost Full Hybrid V6 Engine","SFB42094","1FTFW5LD2SFB42094","77,815","-4,095","N/A","73,720","White","Slate Active","IN STOCK","22/24"
80,"2025 Ford F-150 Lariat Truck SuperCrew Cab PowerBoost Full Hybrid V6 Engine","SFB44239","1FTFW5LD1SFB44239","79,570","-4,268","N/A","75,302","Gray","Black Int","IN STOCK","22/24"
81,"2025 Ford F-150 Platinum TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW7LD5SFB88014","85,585","N/A","N/A","N/A","Carbonized Gray Metallic","Black","N/A","22/24"
82,"2025 Ford F-150 Platinum TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW7LD6SFB87793","86,205","N/A","N/A","N/A","Space White Metallic","Black","N/A","22/24"
83,"2025 Ford F-150 Platinum TRUCK PowerBoost Full Hybrid V6 Engine","N/A","1FTFW7LD3SFB88402","86,805","N/A","N/A","N/A","Star White Metallic Tri-Coat","Black","N/A","22/24"
84,"2023 Ford F-250 XL Truck Regular Cab V-8 cyl","230842","1FTBF2AA8PED32520","46,175","-7,188","N/A","38,987","Oxford White","Medium Earth Gray","IN STOCK","N/A"
85,"2023 Ford F-250 XL Truck Regular Cab V-8 cyl","230457","1FTBF2AA9PEC61439","49,975","-7,444","N/A","42,531","Oxford White","Medium Earth Gray","IN STOCK","N/A"
86,"2024 Ford F-250 XL Truck Regular Cab V-8 cyl","241345","1FTBF2AA2REF89630","47,710","-2,281","-6,500","38,929","Oxford White","Medium Dark Slate","IN STOCK","N/A"
87,"2024 Ford F-250 XL Truck Regular Cab V-8 cyl","241342","1FTBF2AA1REF89330","47,710","-2,281","-6,500","38,929","Oxford White","Medium Dark Slate","IN STOCK","N/A"
88,"2024 Ford F-250 XL Truck Regular Cab V-8 cyl","241364","1FTBF2AA0REF89495","47,710","-2,281","-6,500","38,929","Oxford White","Medium Dark Slate","IN STOCK","N/A"
89,"2024 Ford F-250 XL Truck Regular Cab V-8 cyl","240184","1FTBF2AA6REC55889","47,870","-2,293","-6,500","39,077","Oxford White","Medium Earth Gray","IN STOCK","N/A"
90,"2024 Ford F-250 XL Truck Regular Cab V-8 cyl","240232","1FTBF2AA7REC55903","47,870","-2,293","-6,500","39,077","Oxford White","Medium Earth Gray","IN STOCK","N/A"
91,"2024 Ford F-250 XLT Truck Crew Cab V-8 cyl","240329","1FT7W2BT1REC89924","71,280","-3,851","-3,000","64,429","Carbonized Gray","Medium Dark Slate","IN STOCK","N/A"
92,"2024 Ford F-250 Lariat Truck Crew Cab V-8 cyl","240185","1FT8W2BT8REC24637","85,895","-4,723","-1,000","80,172","Oxford White","Black Onyx","IN STOCK","N/A"
93,"2024 Ford F-250 Platinum Truck Crew Cab V-8 cyl","240515","1FT8W2BT2RED04399","93,995","-5,015","-1,000","87,980","Agate Black","Black Onyx","IN STOCK","N/A"
94,"2024 Ford F-250 Platinum Truck Crew Cab V-8 cyl","240630","1FT8W2BT3REC96975","94,990","-5,104","-1,000","88,886","Oxford White","Black Onyx","IN STOCK","N/A"
95,"2025 Ford F-250 XL Truck Regular Cab V-8 cyl","SEC68176","1FTBF2AA4SEC68176","47,760","-1,200","-1,500","45,060","Oxford White","Medium Dark Slate","IN STOCK","N/A"
96,"2025 Ford F-250 XL Truck Regular Cab V-8 cyl","SED04548","1FTBF2AAXSED04548","49,815","-1,375","-1,500","46,940","Oxford White","Medium Dark Slate","IN STOCK","N/A"
97,"2025 Ford F-250 XL Truck Super Cab V-8 cyl","SEE13000","1FT7X2AAXSEE13000","50,785","-1,348","-1,500","47,937","Oxford White","Med Dark Slate","IN STOCK","N/A"
98,"2025 Ford F-250 XL Truck Super Cab V-8 cyl","SEC37806","1FT7X2AA6SEC37806","50,950","-1,384","-1,500","48,066","Oxford White","Medium Dark Slate","IN STOCK","N/A"
99,"2025 Ford F-250 XL Truck Regular Cab V-8 cyl","SED15368","1FTBF2AT6SED15368","59,490","-2,304","-1,500","55,686","Oxford White","Medium Dark Slate","IN STOCK","N/A"
100,"2025 Ford F-250 XL Truck Crew Cab V-8 cyl","SED68981","1FT8W2BN9SED68981","61,660","-2,259","-1,500","57,901","Oxford White","Medium Dark Slate","IN STOCK","N/A"
101,"2025 Ford F-250 XL Truck Crew Cab V-8 cyl","SED69108","1FT8W2BN5SED69108","61,660","-2,259","-1,500","57,901","Oxford White","Medium Dark Slate","IN STOCK","N/A"
102,"2025 Ford F-250 XL Truck Regular Cab V-8 cyl","SED66190","1FTBF2BT6SED66190","62,280","-2,366","-1,500","58,414","Oxford White","Medium Dark","IN STOCK","N/A"
103,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC36684","1FT7W2BN7SEC36684","62,250","-2,086","-1,500","58,664","Antimatter Blue","Medium Dark Slate","IN STOCK","N/A"
104,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC78422","1FT7W2BN0SEC78422","62,470","-2,084","-1,500","58,886","Gray","Medium Dark","IN STOCK","N/A"
105,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC78422","1FT7W2BN0SEC78422","62,470","-2,084","-1,500","58,886","Gray","Medium Dark","IN STOCK","N/A"
106,"2025 Ford F-250 XL Truck Super Cab V-8 cyl","SEE12526","1FT8X2BT4SEE12526","66,150","-2,593","-1,500","62,057","Oxford White","Med Dark Slate","IN STOCK","N/A"
107,"2025 Ford F-250 XL Truck Crew Cab V-8 cyl","SEC64331","1FT8W2BT0SEC64331","71,245","-3,022","-1,500","66,723","Antimatter Blue","Medium Dark Slate","IN STOCK","N/A"
108,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC77647","1FT8W2BT4SEC77647","73,580","-3,068","-1,500","69,012","Antimatter Blue","Medium Dark Slate","IN STOCK","N/A"
109,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC77647","1FT8W2BT4SEC77647","73,580","-3,068","-1,500","69,012","Antimatter Blue","Medium Dark Slate","IN STOCK","N/A"
110,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC80781","1FT8W2BT1SEC80781","73,580","-3,059","-1,500","69,021","Oxford White","Medium Dark Slate","IN STOCK","N/A"
111,"2025 Ford F-250 XLT Truck Crew Cab V-8 cyl","SEC77183","1FT8W2BTXSEC77183","73,580","-3,059","-1,500","69,021","Oxford White","Medium Dark Slate","IN STOCK","N/A"
112,"2025 Ford F-250 XL Truck Crew Cab V-8 cyl","SEC65403","1FT8W2BT4SEC65403","73,985","-3,235","-1,500","69,250","Oxford White","Medium Dark Slate","IN STOCK","N/A"
113,"2025 Ford F-250 XL Truck Regular Cab V-8 cyl","SED15764","1FTBF2AT3SED15764","90,980","-17,245","-1,500","72,235","Oxford White","Medium Dark Slate","IN STOCK","N/A"
114,"2025 Ford F-250 Lariat Truck Crew Cab V-8 cyl","SED34664","1FT8W2BT5SED34664","82,690","-3,520","N/A","79,170","Avalanche","Black Onyx","IN STOCK","N/A"
115,"2025 Ford F-250 Lariat Truck Crew Cab V-8 cyl","SEC64486","1FT8W2BT7SEC64486","87,655","-3,972","N/A","83,683","Gray Metallic","Black Onyx","IN STOCK","N/A"
116,"2025 Ford F-250 Lariat Truck Crew Cab V-8 cyl","SEC28936","1FT8W2BT8SEC28936","88,430","-4,051","N/A","84,379","Glacier Gray Metallic Tri-Coat","Black Onyx","IN STOCK","N/A"
117,"2025 Ford F-250 Lariat Truck Crew Cab V-8 cyl","SEC67201","1FT8W2BT2SEC67201","88,650","-4,061","N/A","84,589","Oxford White","Black Onyx","IN STOCK","N/A"
